brand,os,price,ram,storage,battery,camera_mp,promo,sentiment,quarter,sales_volume,revenue
Apple,iOS,389.78,4,64,3081,12,0,0.39725468003374453,1,3273,1276033.6538832877
Apple,iOS,1244.47,2,256,4618,16,0,0.8947128397780704,3,3058,3805617.723747872
Xiaomi,Android,563.84,8,256,5143,48,0,-1.8296016970021376,1,2520,1421334.6581591906
OnePlus,Android,100.0,4,256,4995,12,0,1.1179676410257444,3,2044,204465.89213306896
Samsung,Android,364.52,12,128,5294,64,0,0.41802107822299267,3,3268,1191442.5491350347
Xiaomi,Android,137.8,4,64,3069,108,0,0.5906176822183752,4,2789,384346.40765030985
Samsung,Android,195.52,8,128,5258,64,0,2.0312817230435285,4,3247,634921.3485721325
OnePlus,Android,305.41,6,64,5168,12,1,1.8347562391255037,4,1919,586361.9152917909
Xiaomi,Android,476.3,12,256,5431,64,0,-1.1619422823001564,3,2723,1297053.7955526821
OnePlus,Android,724.15,4,64,3566,8,0,-0.15742281028525582,3,1387,1004703.8260761995
Xiaomi,Android,100.0,6,128,5238,16,1,-0.044372359551817266,1,2673,267313.1329581492
Samsung,Android,421.52,2,64,3442,48,0,0.20664007421348365,1,2732,1151629.1967298256
OnePlus,Android,380.78,8,32,4899,12,0,-0.48895542387934543,4,1645,626510.5248467806
Xiaomi,Android,100.0,4,128,4795,48,0,0.3380363554906751,4,2555,255519.40308039717
OnePlus,Android,100.0,3,128,3801,48,0,0.28167087002955826,2,1753,175333.19325116015
Xiaomi,Android,751.95,2,128,3141,48,0,-0.9248236759798047,1,1993,1498792.3613966103
OnePlus,Android,100.0,4,128,4072,64,0,0.6436360006037405,4,1778,177803.31041217854
Apple,iOS,1378.31,6,256,4244,8,0,-0.3716522260476548,4,2797,3855662.5156699764
Apple,iOS,209.27,3,64,4323,48,0,0.9741179148473879,3,3664,766776.939840381
Samsung,Android,262.16,6,64,3151,16,0,0.8753557474700663,2,2867,751735.7568359257
Xiaomi,Android,498.94,8,64,4672,48,0,1.5078944209782768,4,2543,1268948.5641466496
Apple,iOS,1500.0,4,128,4070,8,0,-0.3929966050421272,2,2711,4067452.5200847536
OnePlus,Android,887.37,4,128,4602,48,1,-1.008002501574517,1,1736,1540742.3245615957
OnePlus,Android,693.61,6,256,4168,108,0,-1.0780077139635724,2,1856,1287518.9143325016
Samsung,Android,473.04,4,64,3052,64,1,-1.39338621236748,1,3076,1455179.5966344336
Samsung,Android,100.0,3,256,5297,64,1,0.9343024110319759,4,3583,358388.20923390205
Xiaomi,Android,531.07,6,256,3953,64,0,0.9810606294734381,3,2739,1454793.0593921004
Samsung,Android,709.41,8,64,3942,48,1,-0.9379343492107619,4,2812,1995190.9903985444
Samsung,Android,241.65,6,64,3308,16,0,-0.9790027452004435,1,2714,656049.9781115163
OnePlus,Android,656.4,6,128,3221,16,1,0.8958156474952942,3,1357,891002.3032245267
Samsung,Android,100.0,6,64,5098,64,0,0.38299102534957313,4,3220,322067.8001033189
OnePlus,Android,498.12,2,64,3086,12,0,0.5549436020159315,3,1157,576631.1762313764
Samsung,Android,352.07,8,32,4394,48,0,1.0585419084637493,2,3212,1130990.1928830696
Samsung,Android,178.8,6,64,3102,12,0,-1.4965674449423507,1,2661,475926.56212752574
Apple,iOS,535.4,6,256,4891,108,0,-0.7184678475356595,3,3696,1979311.2880803675
Samsung,Android,398.84,8,128,4965,16,1,0.5200200307053304,4,3277,1307037.2213727992
Samsung,Android,925.43,8,64,3003,48,0,0.686884162195553,1,2535,2346828.751307461
Samsung,Android,115.2,12,64,3755,48,1,-0.49281738971727795,4,3263,375940.5133932839
Samsung,Android,348.8,4,128,3186,108,0,-1.5356362430171133,1,3011,1050494.9068480683
Apple,iOS,1500.0,4,64,5251,48,0,-1.052752429848746,1,2889,4334616.20685513
Xiaomi,Android,224.01,6,64,3185,8,1,-0.18317803620779846,3,2328,521495.0572819551
OnePlus,Android,100.0,8,64,3555,8,1,-0.8250159699797889,3,1644,164445.4832767462
Apple,iOS,849.74,3,128,3464,64,0,-1.1226694052899522,3,3167,2691888.9463488557
Samsung,Android,135.07,2,64,3845,12,1,-0.3128397502851846,2,3028,409037.31272784114
OnePlus,Android,100.0,6,128,4893,16,0,0.15525032504097389,1,1742,174256.80571254317
Xiaomi,Android,511.86,4,64,4493,16,0,-1.73032841308321,4,1953,999749.968945283
Samsung,Android,779.97,8,128,4734,48,1,-1.5298919895419743,2,3024,2359261.8384013847
Samsung,Android,275.07,12,128,4149,48,1,-1.2144725291060277,4,3273,900506.4209400697
Xiaomi,Android,280.31,4,64,4248,12,0,-0.30429027407922543,4,2104,589853.7076791078
Samsung,Android,638.53,8,256,4321,48,0,0.9242315183232139,3,2988,1908060.8168661366
Xiaomi,Android,321.82,4,64,3124,16,0,1.6595271734693562,3,2186,703801.7889114715
OnePlus,Android,367.2,3,64,3824,64,0,0.8528141316548622,2,1780,653817.6310092937
Apple,iOS,1184.95,6,128,4704,48,0,1.612827013935584,1,3136,3716624.435517483
Xiaomi,Android,100.0,4,128,5004,48,1,-2.495553501651347,1,2708,270830.95984930045
Apple,iOS,561.95,8,64,4700,48,0,0.8723620916133091,2,3611,2029422.333651224
Samsung,Android,100.0,6,64,3518,8,1,0.3797966951356056,4,3095,309518.4759475852
Samsung,Android,100.0,4,128,5302,16,1,-1.2516182299616831,4,3178,317879.78190607234
Samsung,Android,645.43,6,128,3075,12,1,-0.8028548545936912,4,2746,1772431.6282943967
Apple,iOS,1243.73,6,256,4054,12,0,-0.7248370904324796,3,2819,3506562.3330384046
Samsung,Android,508.09,8,64,4697,16,0,0.8273417964239792,3,2691,1367559.147298114
Xiaomi,Android,100.0,6,32,5382,64,0,0.24066408805704353,1,2806,280638.37597232923
Xiaomi,Android,100.0,6,64,3407,48,0,0.10914631810118866,2,2498,249851.8713118481
Apple,iOS,982.76,8,64,4895,48,0,-1.1027491919103805,2,2930,2879928.2105639456
OnePlus,Android,100.0,8,64,3705,12,0,-0.7965542527560597,1,1592,159270.3092683993
Apple,iOS,648.75,8,128,4320,64,0,-1.2859444157038942,1,3507,2275600.931859683
Samsung,Android,464.81,6,64,4600,12,0,0.6387974862278913,2,2714,1261912.9327174686
OnePlus,Android,100.0,6,64,5201,16,1,-0.9861575978626317,4,2143,214339.77066824003
Xiaomi,Android,144.66,6,64,3602,8,0,-0.13064526146287425,4,2061,298196.4158186402
OnePlus,Android,311.78,8,64,4603,64,1,0.5405013115277916,4,2135,665742.543692329
Apple,iOS,736.36,6,64,5421,48,0,1.552067321407369,3,3421,2519136.280515819
Xiaomi,Android,138.7,6,128,4230,48,0,2.1927131639471136,4,2741,380230.26453081187
Xiaomi,Android,381.56,2,128,4305,108,1,0.9072117345839911,3,3022,1153287.375496291
OnePlus,Android,405.77,4,32,4539,64,0,-0.03423681724311631,2,1662,674465.5284714634
Samsung,Android,351.38,6,256,3005,64,0,1.3224050777143361,2,3053,1072905.953787406
Samsung,Android,326.54,4,256,4172,48,0,-0.10408545272113312,4,3187,1040785.5597786203
Xiaomi,Android,396.63,4,128,3284,64,0,-0.594541357437788,4,2321,920795.6435889069
Apple,iOS,749.13,8,256,4734,16,1,-1.8668110866147,2,3335,2498640.5342200473
Samsung,Android,138.23,2,256,4698,64,0,0.2289761551492464,3,3237,447524.0482201064
Apple,iOS,1220.62,6,256,3080,16,1,0.11224096427254499,2,3079,3758438.4089610167
Samsung,Android,100.0,3,64,5199,108,0,1.950984940301054,1,3498,349847.2452365552
Xiaomi,Android,193.04,6,64,3343,64,0,-1.0258031906239433,2,2346,453017.9292141625
Apple,iOS,1001.63,8,32,4045,64,0,-1.2381320527936235,3,3024,3029307.44542268
Apple,iOS,770.39,6,64,3201,12,0,-0.7430814416659134,2,2890,2226612.6377383447
Xiaomi,Android,142.9,6,128,4434,48,0,-0.4823114551918347,2,2584,369356.7031083942
Xiaomi,Android,100.0,6,256,3584,64,1,0.8553035833207868,3,2899,289925.80130067293
Samsung,Android,554.01,2,64,4962,16,0,0.3815336312364906,1,2864,1586823.844285776
Apple,iOS,1433.1,6,128,4092,16,0,-0.1588442487953629,4,2922,4188383.4569722447
Apple,iOS,460.05,6,128,3569,16,0,-1.168815021306427,4,3128,1439441.410393021
Xiaomi,Android,124.53,4,64,5482,64,0,0.5117921944358096,3,2641,328989.3937291664
Xiaomi,Android,315.0,4,128,5313,64,0,-1.0791911082922734,4,2567,808835.1418301481
Xiaomi,Android,100.0,8,64,3139,48,0,0.6284648821942466,3,2581,258185.79642726132
Apple,iOS,1077.44,4,64,4683,48,0,1.050114674490225,2,3116,3357328.414020549
Xiaomi,Android,198.21,8,64,4204,108,0,0.9196110260373133,1,2959,586627.546658115
Xiaomi,Android,100.0,8,64,4940,8,0,-0.23750507908192364,3,2405,240511.67168201713
Apple,iOS,1467.17,6,128,3984,108,0,-0.43340192562702723,3,3185,4673107.73981585
Apple,iOS,1500.0,12,32,4116,48,0,0.3484139492093068,2,2868,4302162.980492093
Xiaomi,Android,131.18,8,64,3667,48,1,0.496944580460768,3,2661,349152.6013313608
Apple,iOS,1500.0,8,64,3938,12,0,1.4822209657932635,4,2650,3975147.857429767
Apple,iOS,903.16,2,64,3659,48,0,-0.5455454467066783,2,3029,2735930.8669543997
OnePlus,Android,571.6,6,64,5285,64,0,-0.6120996398827769,1,1720,983572.3682182084
Samsung,Android,494.8,8,128,3563,16,1,-0.5191431871680434,2,2836,1403303.8470602161
OnePlus,Android,334.43,8,256,4245,48,0,1.7447759421571496,2,1976,660904.9754257093
Samsung,Android,788.49,8,128,3036,12,0,-0.58350693521321,4,2260,1782022.1857242244
Apple,iOS,678.34,4,128,3917,16,1,-0.9139076498769614,2,3257,2209390.7758074584
OnePlus,Android,506.02,4,32,5215,108,1,0.9682943092937359,3,2108,1066744.6187769999
Samsung,Android,719.26,12,64,5404,108,1,-0.37076388592769405,2,3407,2450901.1371567766
Apple,iOS,653.32,6,128,5209,108,0,-0.6455390463595895,4,3762,2458022.867873485
Samsung,Android,619.37,8,64,3764,16,1,-0.3632602243938508,4,2893,1792438.3540373994
Xiaomi,Android,225.4,8,32,4174,48,1,0.4160986758835331,3,2781,626921.5690231478
OnePlus,Android,327.03,4,256,3582,48,0,0.6804013501198701,3,1948,637076.3471671415
OnePlus,Android,155.71,6,64,4674,16,0,-1.074912565010059,2,1626,253267.95996552092
Samsung,Android,318.14,4,256,3492,64,0,-0.7150767895851483,4,2908,925220.6277401738
Samsung,Android,234.74,8,256,4796,48,1,0.6566714581463277,1,3522,826782.0556341123
Samsung,Android,226.27,12,64,3100,108,0,-1.4489882835384054,2,3131,708521.3784209338
Xiaomi,Android,100.0,8,64,4306,48,0,0.031292303612764895,3,2724,272472.66605280194
Xiaomi,Android,383.65,3,64,4021,12,0,0.6972561082456549,2,2239,859097.315926969
Apple,iOS,557.09,6,64,4124,16,0,-0.2817314840134854,2,3177,1770274.9510976372
Samsung,Android,100.0,3,256,3589,8,0,0.2633988390950769,1,2938,293845.9499579238
Apple,iOS,1037.05,6,64,4967,8,1,-0.08385916637232689,4,3289,3411188.550051988
Xiaomi,Android,270.37,6,64,4823,16,0,1.1035937772380797,2,2351,635675.1088666422
OnePlus,Android,450.35,6,128,3003,16,0,1.8297175914563026,4,1389,625855.5015690192
Xiaomi,Android,100.0,8,256,3304,48,1,0.38288295270354256,3,2694,269485.2730535951
Samsung,Android,157.39,6,64,5281,16,0,-0.02980946266093038,2,2996,471576.218554149
Samsung,Android,172.77,6,128,4045,108,0,-0.5797526668094674,1,3332,575716.993464932
Xiaomi,Android,100.0,8,128,3242,48,1,0.07321895306977201,1,2822,282209.94631465385
Apple,iOS,773.9,4,128,4822,64,0,-0.07148283664910232,2,3350,2592642.955316912
Xiaomi,Android,556.76,8,32,5117,16,0,-1.0565776549858756,1,2335,1300516.1509804095
OnePlus,Android,100.0,12,64,3245,64,1,0.5390596432130327,1,2336,233676.53763146244
Samsung,Android,171.04,4,128,3401,48,1,0.18433806620425153,4,3078,526546.4434778548
Samsung,Android,100.0,6,64,3449,64,0,0.35764141350861095,4,3159,315926.4704162283
Apple,iOS,1487.49,6,32,3255,16,0,-0.9039840243675579,3,2457,3655315.7422732976
Apple,iOS,1393.07,12,64,4371,64,0,-0.05712446801401617,2,3380,4709237.518322234
Samsung,Android,390.78,6,64,4927,48,0,1.2025942307621749,2,3195,1248847.715694147
Samsung,Android,231.36,4,128,3079,16,0,0.0598934763794693,2,2782,643807.7418377608
Samsung,Android,217.4,4,256,5354,64,1,1.8320032850557326,2,3646,792734.6440175711
Apple,iOS,1429.53,4,32,5183,16,1,1.3126890914346314,1,3033,4337143.987130435
Apple,iOS,691.69,6,32,3585,16,0,0.40438141998251104,4,3072,2125547.867572661
OnePlus,Android,100.0,4,128,4231,64,0,0.26973522413647033,4,1933,193353.49508823533
Samsung,Android,554.48,4,64,3225,48,0,0.03524710380702231,2,2699,1496727.3967129437
OnePlus,Android,549.73,4,256,3494,8,1,-1.3258515519343088,2,1448,796228.8351194919
Xiaomi,Android,166.07,4,128,3803,64,0,1.2322999499784633,3,2734,454090.6993365579
Xiaomi,Android,628.32,3,64,4141,48,0,-0.30379228580670764,3,2297,1443268.9553416723
Apple,iOS,866.03,8,128,3304,16,0,-0.5044448237719364,4,2972,2574239.1295268172
Samsung,Android,729.29,2,64,4644,16,0,-0.28354238142281224,2,2594,1892061.7438081955
Apple,iOS,529.34,4,64,4585,48,0,1.8084482003859388,1,3332,1764217.9481815258
Samsung,Android,365.79,6,256,3472,16,1,0.3409371435992682,1,2756,1008289.3857559507
Apple,iOS,1452.65,8,128,3573,16,0,0.46636959051922316,3,2693,3913314.706949489
Xiaomi,Android,522.65,4,64,5163,8,0,0.9096823836949726,2,2312,1208818.9141099867
OnePlus,Android,345.37,3,128,3588,64,0,-0.4552409430160591,1,1758,607284.1567981456
OnePlus,Android,117.29,6,128,3057,16,1,0.5333219529159293,2,1819,213370.13522919867
Samsung,Android,100.0,12,64,5478,64,0,-1.4247079130747367,4,3372,337201.4303834815
Samsung,Android,120.32,4,128,5463,16,1,-0.32454331835599154,4,3316,399075.9841379297
Samsung,Android,378.04,12,64,4808,64,1,0.11967520807609801,4,3349,1266122.6818999627
OnePlus,Android,100.0,8,64,5449,8,0,-0.7841241436436474,4,1923,192377.21026829354
Apple,iOS,1500.0,8,64,3909,64,0,0.3563462661515362,3,2905,4358459.584092818
Samsung,Android,214.82,6,64,4347,8,1,1.2798423103458394,4,3104,666828.0930226805
OnePlus,Android,522.82,8,128,4312,12,0,0.5946308881352735,3,1577,824733.7227802728
Xiaomi,Android,100.0,2,64,4585,8,0,-0.5245905503020182,1,2342,234278.04033281349
Samsung,Android,264.24,6,64,3864,48,1,1.6563669714191442,3,3226,852671.253066668
OnePlus,Android,164.01,8,128,3524,108,0,0.679138818325196,3,2273,372816.7113059718
Apple,iOS,1251.46,8,64,3519,16,0,-0.012216878977847257,1,2803,3507986.091059886
Samsung,Android,486.57,6,64,4886,108,0,-0.3647084189823896,2,3219,1566721.0209741683
Xiaomi,Android,100.0,6,64,3325,16,1,0.6230021213018256,2,2598,259822.2334174975
OnePlus,Android,100.0,8,128,3848,64,0,-0.9890342848495,1,1973,197303.66313625453
OnePlus,Android,300.57,4,32,3595,64,0,-0.11629470319879494,4,1732,520608.44755266473
Xiaomi,Android,277.18,12,128,3557,64,1,1.8474122486111448,4,2989,828494.8783072801
Apple,iOS,1217.0,3,64,5267,48,0,0.26535650579850817,2,2886,3512482.482410045
Xiaomi,Android,100.0,8,128,3161,16,0,-1.0699519582790673,4,2346,234647.91305831296
Xiaomi,Android,100.0,8,64,4700,12,1,-0.1282815381413193,2,2699,269987.10722940747
Samsung,Android,109.32,6,64,4650,64,0,0.46592648828314914,2,3345,365753.85009579925
Xiaomi,Android,120.52,6,256,3912,64,0,1.3362693573282536,1,2759,332612.39198606065
Samsung,Android,196.5,6,64,3860,12,0,0.47988454808193304,3,2822,554599.3834541931
Xiaomi,Android,254.5,6,64,5380,64,0,0.6312192735702514,1,2689,684443.0857254948
Xiaomi,Android,100.0,6,128,4862,16,0,-1.4494366016509068,3,2371,237182.52720385516
Samsung,Android,419.94,6,128,3344,48,0,-0.36023248499867455,4,2887,1212768.183935487
Apple,iOS,464.33,4,64,5384,12,1,-1.186512736919757,3,3517,1633089.089544759
OnePlus,Android,256.93,8,64,3713,64,1,-0.8526451673546678,1,1993,512159.10413582524
Apple,iOS,590.01,12,64,5085,12,0,0.17057827067284828,1,3238,1910836.4778295818
Apple,iOS,928.34,12,64,3237,48,0,0.5051894729183323,1,3330,3091478.5175643614
Xiaomi,Android,119.45,4,64,4197,12,0,0.5108450137694908,4,2246,268380.22954596224
Apple,iOS,192.87,6,128,4084,8,0,1.1606573279112682,1,3334,643053.1841434473
OnePlus,Android,821.31,8,256,3515,48,0,-0.8858025723216734,3,1524,1252353.2116836717
Xiaomi,Android,100.0,6,128,3897,48,0,-0.266979681134306,3,2507,250799.7035425209
OnePlus,Android,229.2,6,64,3659,64,0,-0.08968426619184752,3,1810,415064.0618259872
Xiaomi,Android,149.64,8,128,4973,108,0,0.20890676130415511,1,2896,433432.5912476677
OnePlus,Android,207.37,8,128,5353,12,1,0.46762541842290745,2,2113,438192.92568125104
Apple,iOS,1500.0,8,64,4556,8,0,0.21115919722700519,1,2750,4126236.6229754672
OnePlus,Android,385.63,2,32,4058,8,0,2.720523127437558,2,1583,610634.936185516
Apple,iOS,583.04,2,128,4910,48,0,0.9027359819557546,1,3401,1983154.8077630375
Xiaomi,Android,427.21,6,32,4107,12,0,-1.5548612911181614,3,2165,924999.040054075
Xiaomi,Android,230.9,6,128,4559,12,0,-1.027603157722529,1,2425,560088.1450753047
OnePlus,Android,349.21,6,64,4080,12,0,-0.8081937873347598,3,1414,493783.49920723354
OnePlus,Android,679.53,8,128,4909,64,1,0.2476108541480902,3,2136,1452083.4504918258
OnePlus,Android,100.0,4,64,3954,16,1,0.19392545652802495,3,1942,194282.34893543777
OnePlus,Android,281.4,8,256,3813,12,0,0.08504922219669409,3,1770,498093.56111337134
Samsung,Android,783.24,2,256,5383,8,0,0.27060297995227045,4,2676,2096551.7955482043
Xiaomi,Android,166.49,2,128,5444,64,0,0.2868335316728552,2,2756,458935.929467574
Apple,iOS,553.09,6,128,3944,64,0,0.6803649216924524,4,3492,1931834.9007354318
Xiaomi,Android,100.0,6,64,4346,12,0,-1.2165166508000995,1,2294,229426.62970163283
OnePlus,Android,513.96,4,64,3529,108,0,-0.5976728250479623,1,1815,933291.7861148509
Samsung,Android,100.0,4,256,4648,48,0,1.7564835388897118,3,3243,324329.5047855415
Xiaomi,Android,482.08,6,128,3631,16,0,-0.011153783659332183,3,2236,1078346.8778369674
OnePlus,Android,123.96,4,64,3749,64,1,0.3021993888671026,2,1939,240366.2079487091
Samsung,Android,404.69,3,64,5326,16,0,0.5194135791656076,4,2790,1129443.4218898944
Apple,iOS,707.45,12,64,3753,48,0,-0.14126848696349262,4,3223,2280285.2470360226
Apple,iOS,686.99,8,64,5371,48,1,-0.9168305104620249,2,3524,2420988.5126903187
Apple,iOS,1500.0,8,64,3274,12,0,0.2088087895901322,3,2742,4113137.7530326135
Samsung,Android,610.24,12,64,4079,48,0,-2.126621314376833,4,2761,1685227.1657738725
Samsung,Android,378.33,6,64,3153,48,0,2.1087043617064585,3,2892,1094270.1178425653
OnePlus,Android,161.19,12,64,3692,16,0,1.0647591839740027,1,1778,286693.1696071011
Apple,iOS,1029.81,4,64,3365,64,0,0.978164731261709,2,3168,3263216.64626451
OnePlus,Android,158.23,12,64,3239,64,0,0.7163735861527867,1,1974,312361.0634225271
Apple,iOS,765.89,6,128,3870,12,0,-1.1830299592352236,1,3095,2370959.317327315
Apple,iOS,778.24,4,64,4671,16,0,-1.4646816134206393,4,3000,2334758.236388946
Apple,iOS,1038.27,6,128,4993,8,1,-0.27296650037289805,4,3266,3391639.529932382
Xiaomi,Android,385.07,4,32,4117,48,0,0.6779685553698392,4,2573,990944.194019924
OnePlus,Android,372.95,4,32,3116,48,0,0.38687859895737553,2,1512,564072.9388028957
OnePlus,Android,278.97,6,128,4891,12,0,-0.6326998377913624,4,1699,474128.2329416031
Xiaomi,Android,148.78,6,64,4093,16,0,0.3710469852597794,3,2569,382326.9559973908
Samsung,Android,100.0,2,64,3239,48,1,-1.230151722178926,4,2924,292493.3874677963
Xiaomi,Android,288.79,6,128,3190,108,0,-0.6529933973012879,2,2764,798446.2096918978
OnePlus,Android,732.39,12,64,3640,12,0,1.3838117488556092,1,1595,1168499.141684189
Apple,iOS,1500.0,8,64,4528,48,0,-1.9715119157749532,4,2945,4418348.051585633
Samsung,Android,494.37,12,64,4216,8,0,-1.5245809383957594,1,2722,1345892.9407093127
OnePlus,Android,269.13,8,64,5312,64,1,1.0351563820764538,1,2404,647149.8806379127
Xiaomi,Android,321.62,4,64,5302,48,0,-1.0134498062366384,2,2472,795065.3591727116
Samsung,Android,100.0,8,256,4048,64,0,1.086962703498417,1,3323,332312.9313794039
Xiaomi,Android,237.81,6,128,4333,64,0,0.6344759382673829,2,2539,603824.3399365077
OnePlus,Android,100.0,3,64,3058,64,0,1.2510249973152894,4,2078,207893.9383660374
Apple,iOS,1012.4,12,128,4913,16,0,-0.9584433699117578,2,3100,3139167.394149628
Xiaomi,Android,100.0,8,128,3493,48,0,-0.9165416140844007,1,2704,270481.88261338737
Xiaomi,Android,100.0,6,128,3084,12,1,-0.03227122661494361,4,2530,253051.6863265199
Samsung,Android,100.0,6,256,5155,64,0,-0.533204586491409,1,3604,360497.45687675645
Apple,iOS,893.26,8,128,4185,48,1,-0.162785921455058,4,3612,3227200.1240432933
Xiaomi,Android,100.0,8,128,4957,12,0,0.6154284151887665,4,2545,254536.30930256034
Samsung,Android,222.71,8,256,3468,108,0,0.38724192667803975,2,3511,781988.0357071669
OnePlus,Android,257.25,4,256,5020,12,0,-1.3319880261917116,1,1714,440967.3523583039
Samsung,Android,804.47,6,64,3008,16,1,-0.020210085841063947,3,2641,2125024.228848851
Samsung,Android,450.55,8,64,3524,16,0,-0.20725189041459413,2,2830,1275080.2688839578
Apple,iOS,456.68,12,32,3529,16,0,-1.3029128736478253,2,3286,1500723.030450818
Xiaomi,Android,381.94,3,32,3298,48,1,-0.09151869511147871,1,2433,929602.0061358011
Xiaomi,Android,100.0,8,128,4911,8,1,1.8973156718320725,1,2843,284388.2583567617
OnePlus,Android,100.0,6,128,3533,12,0,0.16725731350096998,3,1623,162363.87997999377
Xiaomi,Android,100.0,4,128,3554,64,0,-0.10449392618302449,2,2529,252953.32315068532
Samsung,Android,359.94,4,256,5190,64,0,0.029656040708357017,1,3118,1122478.6679600317
OnePlus,Android,120.29,6,128,3737,12,0,-0.5679422851873126,3,1658,199507.03781458896
Apple,iOS,775.98,8,64,3855,8,1,1.450522400130938,4,3297,2558605.296428112
Xiaomi,Android,100.0,3,64,5415,64,0,0.9875179607311578,4,2774,277487.98027652316
Xiaomi,Android,159.23,2,256,3553,8,1,0.3087353901091784,1,2445,389402.12766599655
Apple,iOS,858.54,8,128,4432,64,0,-0.43899036986451573,4,3414,2931361.8852776955
Xiaomi,Android,579.11,8,64,3790,8,1,-0.9513245010718352,3,2277,1318866.208119948
Samsung,Android,658.79,6,128,5202,16,0,1.186872921260762,2,2778,1830110.197306912
OnePlus,Android,524.45,4,128,3389,16,0,0.40993016448193703,2,1396,732615.9874968843
Apple,iOS,729.9,4,128,3859,48,1,-0.5262307938622197,4,3397,2479709.7056867834
OnePlus,Android,100.0,12,128,5180,108,0,-0.294576022281766,1,2288,228813.80541682575
Apple,iOS,803.17,6,128,4231,64,0,-0.15075437287525592,4,3404,2734293.372503422
Apple,iOS,1012.39,2,256,4406,48,1,2.1454182876260046,4,3331,3372415.920864411
Apple,iOS,894.94,4,64,4163,8,0,-0.7764614116942247,3,2886,2583016.6814934826
OnePlus,Android,100.0,8,128,4595,48,0,-1.0238777675971844,3,1796,179699.50055607088
Samsung,Android,341.51,6,128,3743,16,0,-1.5460357987209514,3,2763,943896.4768966432
Apple,iOS,881.12,8,32,4679,16,0,-1.0237926962416986,1,2985,2630485.9655618705
Xiaomi,Android,100.0,4,128,4334,48,0,0.657106089760963,3,2703,270331.1812279476
Xiaomi,Android,100.0,2,128,3776,64,0,-0.3484495522319408,2,2760,276004.7097697144
OnePlus,Android,489.47,6,128,5077,12,0,1.1397370450831312,4,1672,818411.3385714651
Xiaomi,Android,100.0,12,64,4782,12,0,0.39221601693713115,2,2667,266725.1691982042
Apple,iOS,758.05,4,128,3111,12,0,-0.7429872862089923,4,3122,2366880.2740990277
OnePlus,Android,404.61,6,128,3772,12,1,0.5368172941385827,1,1919,776776.7518559366
Apple,iOS,1100.26,3,64,3936,108,1,-0.8268711683934579,1,3350,3686067.275219917
OnePlus,Android,274.37,8,256,5499,64,0,-1.0946179668937481,1,2061,565749.8804259484
Samsung,Android,100.0,4,64,3581,12,1,1.3317651703373652,3,3240,324088.020544572
Xiaomi,Android,195.46,4,128,3200,64,0,0.4849305536184757,3,2498,488267.8183152381
OnePlus,Android,323.98,12,256,4872,16,0,-0.2034532346031078,1,1795,581578.8121457539
OnePlus,Android,315.21,6,128,3835,108,0,-0.35316368801169146,4,2056,648195.4274673138
Xiaomi,Android,204.49,8,128,3654,48,0,-0.33725095610952555,1,2413,493459.2708964797
Samsung,Android,192.5,4,64,5391,12,1,0.4695464104865435,4,3223,620535.999803516
Apple,iOS,912.85,6,128,4501,48,0,0.9068481504147976,1,3413,3116017.5460907584
Xiaomi,Android,100.0,3,64,3891,12,0,1.5372923369751301,2,2421,242132.4362753763
Samsung,Android,328.45,8,128,4843,8,0,-1.7261944211239602,4,2883,947140.626487291
Apple,iOS,604.03,3,128,3159,64,0,0.08774870839959223,4,3254,1965860.998281065
OnePlus,Android,221.01,12,64,3337,64,1,0.5712065031698962,3,2114,467346.7577338848
Samsung,Android,238.53,4,64,4748,108,1,0.8014664254145345,4,3534,843174.6770888669
Apple,iOS,782.66,3,256,4581,8,1,-0.7187616119887626,2,3286,2571901.3240706334
OnePlus,Android,100.0,8,64,3575,64,1,0.37250363861786434,3,2195,219550.57024204553
OnePlus,Android,193.89,4,128,3047,64,0,-1.3124626456240454,4,1834,355708.7079328688
Apple,iOS,574.82,6,32,4663,8,0,-0.8028465909539433,4,3168,1821322.1017985053
OnePlus,Android,317.16,8,64,4323,48,0,-0.9876247005590106,3,1884,597701.5718341372
Xiaomi,Android,100.0,6,64,5016,16,0,1.5711916167192397,3,2487,248704.7329830346
OnePlus,Android,500.94,6,32,4174,16,0,1.518798209900966,2,1369,686026.8799674355
Samsung,Android,1136.3,8,128,3484,64,1,0.03884968559051807,3,2799,3180973.8199786614
OnePlus,Android,100.0,6,128,3858,64,1,0.7062803350312943,3,2089,208993.09826319272
Xiaomi,Android,117.62,8,64,5432,16,1,0.30989780224032437,2,2984,351033.2879857806
OnePlus,Android,304.42,6,256,4067,16,0,0.5135701828168205,3,1600,487174.96592557535
OnePlus,Android,501.5,4,128,3572,16,0,1.1114202087153782,3,1595,800264.1130438328
Samsung,Android,240.34,4,128,4491,8,0,-0.9446826998210169,4,2800,673027.2584480775
OnePlus,Android,400.54,3,256,5448,16,0,-0.9886077978129807,2,1466,587305.8960718967
Xiaomi,Android,100.0,6,128,3835,64,0,0.09303681061097219,1,2597,259758.1164847401
Samsung,Android,778.06,6,64,4113,16,1,-0.1758374021437915,3,2645,2058511.0037144772
Apple,iOS,209.46,6,256,3447,8,0,-0.9447476084110652,2,3358,703512.3236370087
Samsung,Android,196.07,8,128,3195,48,1,1.3935494894640366,1,3305,648029.6551601621
Samsung,Android,100.0,6,64,4414,64,0,0.4684750539123603,2,3153,315307.95666547655
